epoch,family,target,metric,score
1,location,0,r2,0.3898
1,location,1,r2,0.2096
1,location,2,r2,0.3081
1,location,mean,r2,0.3025
2,location,0,r2,0.5228
2,location,1,r2,0.3582
2,location,2,r2,0.4085
2,location,mean,r2,0.4298
3,location,0,r2,0.5609
3,location,1,r2,0.3961
3,location,2,r2,0.4477
3,location,mean,r2,0.4682
4,location,0,r2,0.5606
4,location,1,r2,0.4024
4,location,2,r2,0.4537
4,location,mean,r2,0.4722
5,location,0,r2,0.6332
5,location,1,r2,0.4384
5,location,2,r2,0.5086
5,location,mean,r2,0.5267
6,location,0,r2,0.6303
6,location,1,r2,0.4369
6,location,2,r2,0.5164
6,location,mean,r2,0.5279
7,location,0,r2,0.617
7,location,1,r2,0.4401
7,location,2,r2,0.5245
7,location,mean,r2,0.5272
8,location,0,r2,0.6413
8,location,1,r2,0.4589
8,location,2,r2,0.5401
8,location,mean,r2,0.5468
9,location,0,r2,0.6484
9,location,1,r2,0.4905
9,location,2,r2,0.5691
9,location,mean,r2,0.5693
10,location,0,r2,0.6582
10,location,1,r2,0.4459
10,location,2,r2,0.5489
10,location,mean,r2,0.551
