epoch,family,target,metric,score
1,size,0,r2,0.838
1,size,1,r2,0.4866
1,size,2,r2,0.462
1,size,3,r2,0.6263
1,size,4,r2,0.6933
1,size,mean,r2,0.6212
2,size,0,r2,0.8593
2,size,1,r2,0.5198
2,size,2,r2,0.4728
2,size,3,r2,0.6207
2,size,4,r2,0.6951
2,size,mean,r2,0.6335
3,size,0,r2,0.8471
3,size,1,r2,0.5561
3,size,2,r2,0.494
3,size,3,r2,0.6362
3,size,4,r2,0.7046
3,size,mean,r2,0.6476
4,size,0,r2,0.855
4,size,1,r2,0.5517
4,size,2,r2,0.5152
4,size,3,r2,0.6443
4,size,4,r2,0.7249
4,size,mean,r2,0.6582
5,size,0,r2,0.8636
5,size,1,r2,0.5596
5,size,2,r2,0.4865
5,size,3,r2,0.6331
5,size,4,r2,0.7272
5,size,mean,r2,0.654
6,size,0,r2,0.8533
6,size,1,r2,0.5771
6,size,2,r2,0.5212
6,size,3,r2,0.6313
6,size,4,r2,0.7089
6,size,mean,r2,0.6584
7,size,0,r2,0.869
7,size,1,r2,0.5825
7,size,2,r2,0.5267
7,size,3,r2,0.6446
7,size,4,r2,0.7213
7,size,mean,r2,0.6688
8,size,0,r2,0.8718
8,size,1,r2,0.568
8,size,2,r2,0.5281
8,size,3,r2,0.6326
8,size,4,r2,0.7175
8,size,mean,r2,0.6636
9,size,0,r2,0.8688
9,size,1,r2,0.5776
9,size,2,r2,0.521
9,size,3,r2,0.623
9,size,4,r2,0.7178
9,size,mean,r2,0.6616
10,size,0,r2,0.8587
10,size,1,r2,0.5837
10,size,2,r2,0.5127
10,size,3,r2,0.6423
10,size,4,r2,0.7258
10,size,mean,r2,0.6646
