epoch,family,target,metric,score
1,radiomics,0,r2,0.9014
1,radiomics,1,r2,0.2154
1,radiomics,2,r2,0.8393
1,radiomics,mean,r2,0.652
2,radiomics,0,r2,0.911
2,radiomics,1,r2,0.2847
2,radiomics,2,r2,0.8405
2,radiomics,mean,r2,0.6787
3,radiomics,0,r2,0.9214
3,radiomics,1,r2,0.3466
3,radiomics,2,r2,0.8782
3,radiomics,mean,r2,0.7154
4,radiomics,0,r2,0.9224
4,radiomics,1,r2,0.4329
4,radiomics,2,r2,0.8793
4,radiomics,mean,r2,0.7449
5,radiomics,0,r2,0.9254
5,radiomics,1,r2,0.3863
5,radiomics,2,r2,0.8904
5,radiomics,mean,r2,0.734
6,radiomics,0,r2,0.9163
6,radiomics,1,r2,0.4444
6,radiomics,2,r2,0.8876
6,radiomics,mean,r2,0.7494
7,radiomics,0,r2,0.9269
7,radiomics,1,r2,0.3626
7,radiomics,2,r2,0.8851
7,radiomics,mean,r2,0.7249
8,radiomics,0,r2,0.9285
8,radiomics,1,r2,0.3628
8,radiomics,2,r2,0.8879
8,radiomics,mean,r2,0.7264
9,radiomics,0,r2,0.9295
9,radiomics,1,r2,0.4861
9,radiomics,2,r2,0.9033
9,radiomics,mean,r2,0.773
10,radiomics,0,r2,0.9319
10,radiomics,1,r2,0.3842
10,radiomics,2,r2,0.9
10,radiomics,mean,r2,0.7387
