epoch,family,target,metric,score
1,location,0,r2,0.1053
1,location,1,r2,0.1087
1,location,2,r2,0.3213
1,location,mean,r2,0.1784
2,location,0,r2,0.2804
2,location,1,r2,0.1423
2,location,2,r2,0.3414
2,location,mean,r2,0.2547
3,location,0,r2,0.445
3,location,1,r2,0.1628
3,location,2,r2,0.3375
3,location,mean,r2,0.3151
4,location,0,r2,0.4646
4,location,1,r2,0.2244
4,location,2,r2,0.3173
4,location,mean,r2,0.3354
5,location,0,r2,0.4481
5,location,1,r2,0.2356
5,location,2,r2,0.3601
5,location,mean,r2,0.3479
6,location,0,r2,0.4591
6,location,1,r2,0.2723
6,location,2,r2,0.3586
6,location,mean,r2,0.3633
7,location,0,r2,0.5336
7,location,1,r2,0.2744
7,location,2,r2,0.3656
7,location,mean,r2,0.3912
8,location,0,r2,0.4915
8,location,1,r2,0.2631
8,location,2,r2,0.3802
8,location,mean,r2,0.3783
9,location,0,r2,0.5327
9,location,1,r2,0.3034
9,location,2,r2,0.381
9,location,mean,r2,0.4057
10,location,0,r2,0.5106
10,location,1,r2,0.2951
10,location,2,r2,0.4144
10,location,mean,r2,0.4067
