epoch,family,target,metric,score
1,location,0,r2,0.2202
1,location,1,r2,0.2334
1,location,2,r2,0.3238
1,location,mean,r2,0.2591
2,location,0,r2,0.2426
2,location,1,r2,0.2922
2,location,2,r2,0.3782
2,location,mean,r2,0.3043
3,location,0,r2,0.3914
3,location,1,r2,0.3489
3,location,2,r2,0.4126
3,location,mean,r2,0.3843
4,location,0,r2,0.376
4,location,1,r2,0.3905
4,location,2,r2,0.4142
4,location,mean,r2,0.3936
5,location,0,r2,0.3868
5,location,1,r2,0.3787
5,location,2,r2,0.4397
5,location,mean,r2,0.4017
6,location,0,r2,0.4164
6,location,1,r2,0.4353
6,location,2,r2,0.4675
6,location,mean,r2,0.4397
7,location,0,r2,0.4162
7,location,1,r2,0.1606
7,location,2,r2,0.4254
7,location,mean,r2,0.3341
8,location,0,r2,0.4413
8,location,1,r2,0.4898
8,location,2,r2,0.4728
8,location,mean,r2,0.468
9,location,0,r2,0.4144
9,location,1,r2,0.4812
9,location,2,r2,0.4869
9,location,mean,r2,0.4608
10,location,0,r2,0.4349
10,location,1,r2,0.4943
10,location,2,r2,0.469
10,location,mean,r2,0.466
