epoch,family,target,metric,score
1,location,0,r2,0.1669
1,location,1,r2,0.2175
1,location,2,r2,0.3457
1,location,mean,r2,0.2434
2,location,0,r2,0.2393
2,location,1,r2,0.2612
2,location,2,r2,0.4205
2,location,mean,r2,0.307
3,location,0,r2,0.2509
3,location,1,r2,0.2878
3,location,2,r2,0.4285
3,location,mean,r2,0.3224
4,location,0,r2,0.301
4,location,1,r2,0.3429
4,location,2,r2,0.4634
4,location,mean,r2,0.3691
5,location,0,r2,0.3115
5,location,1,r2,0.3733
5,location,2,r2,0.4704
5,location,mean,r2,0.3851
6,location,0,r2,0.3567
6,location,1,r2,0.3726
6,location,2,r2,0.4722
6,location,mean,r2,0.4005
7,location,0,r2,0.3258
7,location,1,r2,0.404
7,location,2,r2,0.4798
7,location,mean,r2,0.4032
8,location,0,r2,0.3385
8,location,1,r2,0.4139
8,location,2,r2,0.4841
8,location,mean,r2,0.4122
9,location,0,r2,0.3628
9,location,1,r2,0.4135
9,location,2,r2,0.4805
9,location,mean,r2,0.419
10,location,0,r2,0.3608
10,location,1,r2,0.3997
10,location,2,r2,0.4698
10,location,mean,r2,0.4101
