epoch,family,target,metric,score
1,size,0,r2,0.6626
1,size,1,r2,0.137
1,size,2,r2,0.3045
1,size,3,r2,0.2692
1,size,4,r2,0.4066
1,size,mean,r2,0.356
2,size,0,r2,0.6668
2,size,1,r2,0.1943
2,size,2,r2,0.3601
2,size,3,r2,0.3742
2,size,4,r2,0.4706
2,size,mean,r2,0.4132
3,size,0,r2,0.7138
3,size,1,r2,0.2697
3,size,2,r2,0.3778
3,size,3,r2,0.4254
3,size,4,r2,0.5051
3,size,mean,r2,0.4583
4,size,0,r2,0.6926
4,size,1,r2,0.2972
4,size,2,r2,0.3806
4,size,3,r2,0.4271
4,size,4,r2,0.4939
4,size,mean,r2,0.4583
5,size,0,r2,0.7271
5,size,1,r2,0.3093
5,size,2,r2,0.403
5,size,3,r2,0.4585
5,size,4,r2,0.5009
5,size,mean,r2,0.4798
6,size,0,r2,0.7125
6,size,1,r2,0.2871
6,size,2,r2,0.4217
6,size,3,r2,0.4592
6,size,4,r2,0.4945
6,size,mean,r2,0.475
7,size,0,r2,0.7164
7,size,1,r2,0.3114
7,size,2,r2,0.4256
7,size,3,r2,0.4604
7,size,4,r2,0.5203
7,size,mean,r2,0.4868
8,size,0,r2,0.7397
8,size,1,r2,0.3496
8,size,2,r2,0.425
8,size,3,r2,0.4563
8,size,4,r2,0.5188
8,size,mean,r2,0.4979
9,size,0,r2,0.7281
9,size,1,r2,0.3257
9,size,2,r2,0.4151
9,size,3,r2,0.443
9,size,4,r2,0.5086
9,size,mean,r2,0.4841
10,size,0,r2,0.7364
10,size,1,r2,0.3313
10,size,2,r2,0.4293
10,size,3,r2,0.4767
10,size,4,r2,0.5201
10,size,mean,r2,0.4988
