epoch,family,target,metric,score
1,radiomics,0,r2,0.9065
1,radiomics,1,r2,0.2182
1,radiomics,2,r2,0.8591
1,radiomics,mean,r2,0.6613
2,radiomics,0,r2,0.9213
2,radiomics,1,r2,0.2844
2,radiomics,2,r2,0.875
2,radiomics,mean,r2,0.6936
3,radiomics,0,r2,0.9213
3,radiomics,1,r2,0.3559
3,radiomics,2,r2,0.8805
3,radiomics,mean,r2,0.7192
4,radiomics,0,r2,0.9192
4,radiomics,1,r2,0.4349
4,radiomics,2,r2,0.8829
4,radiomics,mean,r2,0.7457
5,radiomics,0,r2,0.923
5,radiomics,1,r2,0.3283
5,radiomics,2,r2,0.8902
5,radiomics,mean,r2,0.7138
6,radiomics,0,r2,0.9148
6,radiomics,1,r2,0.3801
6,radiomics,2,r2,0.8961
6,radiomics,mean,r2,0.7303
7,radiomics,0,r2,0.9249
7,radiomics,1,r2,0.4344
7,radiomics,2,r2,0.8866
7,radiomics,mean,r2,0.7486
8,radiomics,0,r2,0.9211
8,radiomics,1,r2,0.5131
8,radiomics,2,r2,0.8896
8,radiomics,mean,r2,0.7746
9,radiomics,0,r2,0.9366
9,radiomics,1,r2,0.4799
9,radiomics,2,r2,0.8961
9,radiomics,mean,r2,0.7709
10,radiomics,0,r2,0.9247
10,radiomics,1,r2,0.5308
10,radiomics,2,r2,0.8981
10,radiomics,mean,r2,0.7846
