epoch,family,target,metric,score
1,disease,Medical material,auroc,0.924
1,disease,Arterial wall calcification,auroc,0.9317
1,disease,Cardiomegaly,auroc,0.9281
1,disease,Pericardial effusion,auroc,0.8582
1,disease,Coronary artery wall calcification,auroc,0.9362
1,disease,Hiatal hernia,auroc,0.7088
1,disease,Lymphadenopathy,auroc,0.7398
1,disease,Emphysema,auroc,0.801
1,disease,Atelectasis,auroc,0.8111
1,disease,Lung nodule,auroc,0.7297
1,disease,Lung opacity,auroc,0.8679
1,disease,Pulmonary fibrotic sequela,auroc,0.7461
1,disease,Pleural effusion,auroc,0.9704
1,disease,Mosaic attenuation pattern,auroc,0.8846
1,disease,Peribronchial thickening,auroc,0.8176
1,disease,Consolidation,auroc,0.9243
1,disease,Bronchiectasis,auroc,0.7779
1,disease,Interlobular septal thickening,auroc,0.8735
1,disease,macro,auroc,0.8462
1,disease,micro,auroc,0.859
2,disease,Medical material,auroc,0.9231
2,disease,Arterial wall calcification,auroc,0.9301
2,disease,Cardiomegaly,auroc,0.9302
2,disease,Pericardial effusion,auroc,0.8552
2,disease,Coronary artery wall calcification,auroc,0.933
2,disease,Hiatal hernia,auroc,0.6993
2,disease,Lymphadenopathy,auroc,0.7506
2,disease,Emphysema,auroc,0.8052
2,disease,Atelectasis,auroc,0.81
2,disease,Lung nodule,auroc,0.7394
2,disease,Lung opacity,auroc,0.8634
2,disease,Pulmonary fibrotic sequela,auroc,0.7481
2,disease,Pleural effusion,auroc,0.9702
2,disease,Mosaic attenuation pattern,auroc,0.8826
2,disease,Peribronchial thickening,auroc,0.8203
2,disease,Consolidation,auroc,0.9234
2,disease,Bronchiectasis,auroc,0.7951
2,disease,Interlobular septal thickening,auroc,0.8828
2,disease,macro,auroc,0.8479
2,disease,micro,auroc,0.8547
3,disease,Medical material,auroc,0.9291
3,disease,Arterial wall calcification,auroc,0.9309
3,disease,Cardiomegaly,auroc,0.9296
3,disease,Pericardial effusion,auroc,0.8617
3,disease,Coronary artery wall calcification,auroc,0.9354
3,disease,Hiatal hernia,auroc,0.7031
3,disease,Lymphadenopathy,auroc,0.7578
3,disease,Emphysema,auroc,0.7952
3,disease,Atelectasis,auroc,0.8156
3,disease,Lung nodule,auroc,0.7392
