epoch,family,target,metric,score
1,radiomics,0,r2,0.6202
1,radiomics,1,r2,0.0491
1,radiomics,2,r2,0.5335
1,radiomics,mean,r2,0.4009
2,radiomics,0,r2,0.7582
2,radiomics,1,r2,0.0658
2,radiomics,2,r2,0.6585
2,radiomics,mean,r2,0.4942
3,radiomics,0,r2,0.7677
3,radiomics,1,r2,0.0758
3,radiomics,2,r2,0.6462
3,radiomics,mean,r2,0.4965
4,radiomics,0,r2,0.7832
4,radiomics,1,r2,0.0866
4,radiomics,2,r2,0.6584
4,radiomics,mean,r2,0.5094
5,radiomics,0,r2,0.7664
5,radiomics,1,r2,0.0593
5,radiomics,2,r2,0.6355
5,radiomics,mean,r2,0.4871
6,radiomics,0,r2,0.771
6,radiomics,1,r2,0.0915
6,radiomics,2,r2,0.6781
6,radiomics,mean,r2,0.5136
7,radiomics,0,r2,0.7927
7,radiomics,1,r2,0.0979
7,radiomics,2,r2,0.6066
7,radiomics,mean,r2,0.4991
8,radiomics,0,r2,0.7944
8,radiomics,1,r2,0.1177
8,radiomics,2,r2,0.6956
8,radiomics,mean,r2,0.5359
9,radiomics,0,r2,0.8017
9,radiomics,1,r2,0.1125
9,radiomics,2,r2,0.631
9,radiomics,mean,r2,0.5151
10,radiomics,0,r2,0.7863
10,radiomics,1,r2,0.1119
10,radiomics,2,r2,0.6771
10,radiomics,mean,r2,0.5251
