epoch,family,target,metric,score
1,radiomics,0,r2,0.9027
1,radiomics,1,r2,0.2358
1,radiomics,2,r2,0.8458
1,radiomics,mean,r2,0.6614
2,radiomics,0,r2,0.8945
2,radiomics,1,r2,0.2984
2,radiomics,2,r2,0.8771
2,radiomics,mean,r2,0.69
3,radiomics,0,r2,0.9225
3,radiomics,1,r2,0.3565
3,radiomics,2,r2,0.875
3,radiomics,mean,r2,0.718
4,radiomics,0,r2,0.9223
4,radiomics,1,r2,0.4292
4,radiomics,2,r2,0.8888
4,radiomics,mean,r2,0.7468
5,radiomics,0,r2,0.9253
5,radiomics,1,r2,0.4438
5,radiomics,2,r2,0.8941
5,radiomics,mean,r2,0.7544
6,radiomics,0,r2,0.926
6,radiomics,1,r2,0.363
6,radiomics,2,r2,0.8772
6,radiomics,mean,r2,0.7221
7,radiomics,0,r2,0.9278
7,radiomics,1,r2,0.4685
7,radiomics,2,r2,0.9014
7,radiomics,mean,r2,0.7659
8,radiomics,0,r2,0.9306
8,radiomics,1,r2,0.5177
8,radiomics,2,r2,0.8992
8,radiomics,mean,r2,0.7825
9,radiomics,0,r2,0.9321
9,radiomics,1,r2,0.4655
9,radiomics,2,r2,0.9002
9,radiomics,mean,r2,0.7659
10,radiomics,0,r2,0.9132
10,radiomics,1,r2,0.4705
10,radiomics,2,r2,0.8948
10,radiomics,mean,r2,0.7595
