epoch,family,target,metric,score
1,density,0,r2,0.8026
1,density,1,r2,0.4747
1,density,2,r2,0.9195
1,density,3,r2,0.901
1,density,mean,r2,0.7744
2,density,0,r2,0.8151
2,density,1,r2,0.5437
2,density,2,r2,0.9134
2,density,3,r2,0.9044
2,density,mean,r2,0.7942
3,density,0,r2,0.8214
3,density,1,r2,0.6415
3,density,2,r2,0.9352
3,density,3,r2,0.9253
3,density,mean,r2,0.8309
4,density,0,r2,0.8232
4,density,1,r2,0.6453
4,density,2,r2,0.9462
4,density,3,r2,0.9249
4,density,mean,r2,0.8349
5,density,0,r2,0.8328
5,density,1,r2,0.695
5,density,2,r2,0.9492
5,density,3,r2,0.9283
5,density,mean,r2,0.8513
6,density,0,r2,0.8281
6,density,1,r2,0.7089
6,density,2,r2,0.9498
6,density,3,r2,0.9297
6,density,mean,r2,0.8541
7,density,0,r2,0.8341
7,density,1,r2,0.7341
7,density,2,r2,0.946
7,density,3,r2,0.9268
7,density,mean,r2,0.8602
8,density,0,r2,0.8281
8,density,1,r2,0.7422
8,density,2,r2,0.9534
8,density,3,r2,0.9357
8,density,mean,r2,0.8648
9,density,0,r2,0.8432
9,density,1,r2,0.735
9,density,2,r2,0.956
9,density,3,r2,0.9364
9,density,mean,r2,0.8677
10,density,0,r2,0.8414
10,density,1,r2,0.7519
10,density,2,r2,0.9497
10,density,3,r2,0.934
10,density,mean,r2,0.8693
