epoch,family,target,metric,score
1,location,0,r2,0.4757
1,location,1,r2,0.2863
1,location,2,r2,0.358
1,location,mean,r2,0.3734
2,location,0,r2,0.5296
2,location,1,r2,0.3598
2,location,2,r2,0.3925
2,location,mean,r2,0.4273
3,location,0,r2,0.5641
3,location,1,r2,0.3975
3,location,2,r2,0.3987
3,location,mean,r2,0.4534
4,location,0,r2,0.6109
4,location,1,r2,0.401
4,location,2,r2,0.4378
4,location,mean,r2,0.4832
5,location,0,r2,0.6189
5,location,1,r2,0.4062
5,location,2,r2,0.4435
5,location,mean,r2,0.4896
6,location,0,r2,0.6437
6,location,1,r2,0.445
6,location,2,r2,0.4664
6,location,mean,r2,0.5183
7,location,0,r2,0.6184
7,location,1,r2,0.4405
7,location,2,r2,0.4586
7,location,mean,r2,0.5058
8,location,0,r2,0.6526
8,location,1,r2,0.4345
8,location,2,r2,0.5207
8,location,mean,r2,0.5359
9,location,0,r2,0.6432
9,location,1,r2,0.4593
9,location,2,r2,0.5431
9,location,mean,r2,0.5486
10,location,0,r2,0.6435
10,location,1,r2,0.4708
10,location,2,r2,0.5443
10,location,mean,r2,0.5529
