epoch,family,target,metric,score
1,disease,Medical material,auroc,0.9229
1,disease,Arterial wall calcification,auroc,0.9298
1,disease,Cardiomegaly,auroc,0.9274
1,disease,Pericardial effusion,auroc,0.8527
1,disease,Coronary artery wall calcification,auroc,0.936
1,disease,Hiatal hernia,auroc,0.7118
1,disease,Lymphadenopathy,auroc,0.7548
1,disease,Emphysema,auroc,0.8002
1,disease,Atelectasis,auroc,0.8127
1,disease,Lung nodule,auroc,0.7339
1,disease,Lung opacity,auroc,0.8707
1,disease,Pulmonary fibrotic sequela,auroc,0.7358
1,disease,Pleural effusion,auroc,0.9694
1,disease,Mosaic attenuation pattern,auroc,0.8904
1,disease,Peribronchial thickening,auroc,0.8199
1,disease,Consolidation,auroc,0.9232
1,disease,Bronchiectasis,auroc,0.7992
1,disease,Interlobular septal thickening,auroc,0.8755
1,disease,macro,auroc,0.8481
1,disease,micro,auroc,0.851
2,disease,Medical material,auroc,0.9244
2,disease,Arterial wall calcification,auroc,0.9305
2,disease,Cardiomegaly,auroc,0.9298
2,disease,Pericardial effusion,auroc,0.8619
2,disease,Coronary artery wall calcification,auroc,0.9339
2,disease,Hiatal hernia,auroc,0.7134
2,disease,Lymphadenopathy,auroc,0.7508
2,disease,Emphysema,auroc,0.8092
2,disease,Atelectasis,auroc,0.8169
2,disease,Lung nodule,auroc,0.7334
2,disease,Lung opacity,auroc,0.8716
2,disease,Pulmonary fibrotic sequela,auroc,0.7501
2,disease,Pleural effusion,auroc,0.9702
2,disease,Mosaic attenuation pattern,auroc,0.8901
2,disease,Peribronchial thickening,auroc,0.8204
2,disease,Consolidation,auroc,0.9239
2,disease,Bronchiectasis,auroc,0.7887
2,disease,Interlobular septal thickening,auroc,0.8841
2,disease,macro,auroc,0.8502
2,disease,micro,auroc,0.8591
3,disease,Medical material,auroc,0.927
3,disease,Arterial wall calcification,auroc,0.9308
3,disease,Cardiomegaly,auroc,0.9258
3,disease,Pericardial effusion,auroc,0.8564
3,disease,Coronary artery wall calcification,auroc,0.9367
3,disease,Hiatal hernia,auroc,0.7105
3,disease,Lymphadenopathy,auroc,0.754
3,disease,Emphysema,auroc,0.8088
3,disease,Atelectasis,auroc,0.8156
3,disease,Lung nodule,auroc,0.7353
3,disease,Lung opacity,auroc,0.8702
3,disease,Pulmonary fibrotic sequela,auroc,0.7545
3,disease,Pleural effusion,auroc,0.9682
3,disease,Mosaic attenuation pattern,auroc,0.884
3,disease,Peribronchial thickening,auroc,0.8212
3,disease,Consolidation,auroc,0.9255
3,disease,Bronchiectasis,auroc,0.7959
3,disease,Interlobular septal thickening,auroc,0.8801
3,disease,macro,auroc,0.85
3,disease,micro,auroc,0.8519
4,disease,Medical material,auroc,0.9258
4,disease,Arterial wall calcification,auroc,0.9331
4,disease,Cardiomegaly,auroc,0.9315
4,disease,Pericardial effusion,auroc,0.8615
4,disease,Coronary artery wall calcification,auroc,0.9363
4,disease,Hiatal hernia,auroc,0.7192
4,disease,Lymphadenopathy,auroc,0.7592
4,disease,Emphysema,auroc,0.8076
4,disease,Atelectasis,auroc,0.8209
4,disease,Lung nodule,auroc,0.7358
4,disease,Lung opacity,auroc,0.8716
4,disease,Pulmonary fibrotic sequela,auroc,0.7537
4,disease,Pleural effusion,auroc,0.9664
4,disease,Mosaic attenuation pattern,auroc,0.8852
4,disease,Peribronchial thickening,auroc,0.8303
4,disease,Consolidation,auroc,0.9239
4,disease,Bronchiectasis,auroc,0.7976
4,disease,Interlobular septal thickening,auroc,0.8795
4,disease,macro,auroc,0.8522
4,disease,micro,auroc,0.864
5,disease,Medical material,auroc,0.926
5,disease,Arterial wall calcification,auroc,0.9321
5,disease,Cardiomegaly,auroc,0.9291
5,disease,Pericardial effusion,auroc,0.8595
5,disease,Coronary artery wall calcification,auroc,0.9356
5,disease,Hiatal hernia,auroc,0.7119
5,disease,Lymphadenopathy,auroc,0.7565
5,disease,Emphysema,auroc,0.8115
5,disease,Atelectasis,auroc,0.818
5,disease,Lung nodule,auroc,0.7433
5,disease,Lung opacity,auroc,0.8697
5,disease,Pulmonary fibrotic sequela,auroc,0.752
5,disease,Pleural effusion,auroc,0.9682
5,disease,Mosaic attenuation pattern,auroc,0.8911
5,disease,Peribronchial thickening,auroc,0.8253
5,disease,Consolidation,auroc,0.9198
5,disease,Bronchiectasis,auroc,0.7937
5,disease,Interlobular septal thickening,auroc,0.8793
5,disease,macro,auroc,0.8513
5,disease,micro,auroc,0.8628
6,disease,Medical material,auroc,0.9299
6,disease,Arterial wall calcification,auroc,0.9317
6,disease,Cardiomegaly,auroc,0.9298
6,disease,Pericardial effusion,auroc,0.8533
6,disease,Coronary artery wall calcification,auroc,0.9354
6,disease,Hiatal hernia,auroc,0.7166
6,disease,Lymphadenopathy,auroc,0.7572
6,disease,Emphysema,auroc,0.8077
6,disease,Atelectasis,auroc,0.8114
6,disease,Lung nodule,auroc,0.7372
6,disease,Lung opacity,auroc,0.8696
6,disease,Pulmonary fibrotic sequela,auroc,0.7408
6,disease,Pleural effusion,auroc,0.9682
6,disease,Mosaic attenuation pattern,auroc,0.8844
6,disease,Peribronchial thickening,auroc,0.8215
6,disease,Consolidation,auroc,0.9225
6,disease,Bronchiectasis,auroc,0.8035
6,disease,Interlobular septal thickening,auroc,0.8769
6,disease,macro,auroc,0.8499
6,disease,micro,auroc,0.8606
7,disease,Medical material,auroc,0.9303
7,disease,Arterial wall calcification,auroc,0.9319
7,disease,Cardiomegaly,auroc,0.9315
7,disease,Pericardial effusion,auroc,0.8523
7,disease,Coronary artery wall calcification,auroc,0.9345
7,disease,Hiatal hernia,auroc,0.7134
7,disease,Lymphadenopathy,auroc,0.755
7,disease,Emphysema,auroc,0.8109
7,disease,Atelectasis,auroc,0.8139
7,disease,Lung nodule,auroc,0.7327
7,disease,Lung opacity,auroc,0.8708
7,disease,Pulmonary fibrotic sequela,auroc,0.7491
7,disease,Pleural effusion,auroc,0.9666
7,disease,Mosaic attenuation pattern,auroc,0.8874
7,disease,Peribronchial thickening,auroc,0.823
7,disease,Consolidation,auroc,0.9245
7,disease,Bronchiectasis,auroc,0.7888
7,disease,Interlobular septal thickening,auroc,0.8775
7,disease,macro,auroc,0.8497
7,disease,micro,auroc,0.8572
8,disease,Medical material,auroc,0.9293
8,disease,Arterial wall calcification,auroc,0.9298
8,disease,Cardiomegaly,auroc,0.9286
8,disease,Pericardial effusion,auroc,0.8501
8,disease,Coronary artery wall calcification,auroc,0.9334
8,disease,Hiatal hernia,auroc,0.7162
8,disease,Lymphadenopathy,auroc,0.7555
8,disease,Emphysema,auroc,0.8111
8,disease,Atelectasis,auroc,0.8127
8,disease,Lung nodule,auroc,0.7374
8,disease,Lung opacity,auroc,0.8701
8,disease,Pulmonary fibrotic sequela,auroc,0.7549
8,disease,Pleural effusion,auroc,0.9648
8,disease,Mosaic attenuation pattern,auroc,0.8827
8,disease,Peribronchial thickening,auroc,0.8192
8,disease,Consolidation,auroc,0.9217
8,disease,Bronchiectasis,auroc,0.789
8,disease,Interlobular septal thickening,auroc,0.8739
8,disease,macro,auroc,0.8489
8,disease,micro,auroc,0.8609
9,disease,Medical material,auroc,0.928
9,disease,Arterial wall calcification,auroc,0.9316
9,disease,Cardiomegaly,auroc,0.9281
9,disease,Pericardial effusion,auroc,0.8547
9,disease,Coronary artery wall calcification,auroc,0.9359
9,disease,Hiatal hernia,auroc,0.7181
9,disease,Lymphadenopathy,auroc,0.7499
9,disease,Emphysema,auroc,0.8103
9,disease,Atelectasis,auroc,0.8106
9,disease,Lung nodule,auroc,0.7402
9,disease,Lung opacity,auroc,0.8695
9,disease,Pulmonary fibrotic sequela,auroc,0.7537
9,disease,Pleural effusion,auroc,0.966
9,disease,Mosaic attenuation pattern,auroc,0.8879
9,disease,Peribronchial thickening,auroc,0.8147
9,disease,Consolidation,auroc,0.9218
9,disease,Bronchiectasis,auroc,0.7929
9,disease,Interlobular septal thickening,auroc,0.8789
9,disease,macro,auroc,0.8496
9,disease,micro,auroc,0.8578
10,disease,Medical material,auroc,0.9301
10,disease,Arterial wall calcification,auroc,0.9306
10,disease,Cardiomegaly,auroc,0.927
10,disease,Pericardial effusion,auroc,0.8497
10,disease,Coronary artery wall calcification,auroc,0.9339
10,disease,Hiatal hernia,auroc,0.7103
10,disease,Lymphadenopathy,auroc,0.7582
10,disease,Emphysema,auroc,0.8076
10,disease,Atelectasis,auroc,0.8119
10,disease,Lung nodule,auroc,0.7366
10,disease,Lung opacity,auroc,0.87
10,disease,Pulmonary fibrotic sequela,auroc,0.7524
10,disease,Pleural effusion,auroc,0.9652
10,disease,Mosaic attenuation pattern,auroc,0.8857
10,disease,Peribronchial thickening,auroc,0.8127
10,disease,Consolidation,auroc,0.9217
10,disease,Bronchiectasis,auroc,0.7861
10,disease,Interlobular septal thickening,auroc,0.8782
10,disease,macro,auroc,0.8482
10,disease,micro,auroc,0.8605
