epoch,family,target,metric,score
1,density,0,r2,0.297
1,density,1,r2,0.1034
1,density,2,r2,0.7321
1,density,3,r2,0.6671
1,density,mean,r2,0.4499
2,density,0,r2,0.3274
2,density,1,r2,0.131
2,density,2,r2,0.7298
2,density,3,r2,0.6696
2,density,mean,r2,0.4644
3,density,0,r2,0.3399
3,density,1,r2,0.1224
3,density,2,r2,0.7377
3,density,3,r2,0.6834
3,density,mean,r2,0.4709
4,density,0,r2,0.3657
4,density,1,r2,0.1436
4,density,2,r2,0.7884
4,density,3,r2,0.7136
4,density,mean,r2,0.5028
5,density,0,r2,0.3738
5,density,1,r2,0.151
5,density,2,r2,0.7382
5,density,3,r2,0.7083
5,density,mean,r2,0.4928
6,density,0,r2,0.3981
6,density,1,r2,0.1592
6,density,2,r2,0.6844
6,density,3,r2,0.6703
6,density,mean,r2,0.478
7,density,0,r2,0.3669
7,density,1,r2,0.1467
7,density,2,r2,0.7931
7,density,3,r2,0.7175
7,density,mean,r2,0.5061
8,density,0,r2,0.4033
8,density,1,r2,0.1591
8,density,2,r2,0.7938
8,density,3,r2,0.7379
8,density,mean,r2,0.5235
9,density,0,r2,0.4181
9,density,1,r2,0.1548
9,density,2,r2,0.7958
9,density,3,r2,0.7362
9,density,mean,r2,0.5262
10,density,0,r2,0.4249
10,density,1,r2,0.1469
10,density,2,r2,0.8094
10,density,3,r2,0.7433
10,density,mean,r2,0.5311
