epoch,family,target,metric,score
1,location,0,r2,0.0773
1,location,1,r2,0.1008
1,location,2,r2,0.3014
1,location,mean,r2,0.1598
2,location,0,r2,0.097
2,location,1,r2,0.1101
2,location,2,r2,0.3204
2,location,mean,r2,0.1758
3,location,0,r2,0.121
3,location,1,r2,0.1117
3,location,2,r2,0.3126
3,location,mean,r2,0.1818
4,location,0,r2,0.1175
4,location,1,r2,0.1094
4,location,2,r2,0.3261
4,location,mean,r2,0.1843
5,location,0,r2,0.1373
5,location,1,r2,0.1134
5,location,2,r2,0.3503
5,location,mean,r2,0.2003
6,location,0,r2,0.0868
6,location,1,r2,0.0931
6,location,2,r2,0.338
6,location,mean,r2,0.1726
7,location,0,r2,0.1275
7,location,1,r2,0.115
7,location,2,r2,0.3098
7,location,mean,r2,0.1841
8,location,0,r2,0.1333
8,location,1,r2,0.0985
8,location,2,r2,0.3425
8,location,mean,r2,0.1914
9,location,0,r2,0.1664
9,location,1,r2,0.097
9,location,2,r2,0.329
9,location,mean,r2,0.1975
10,location,0,r2,0.1574
10,location,1,r2,0.1241
10,location,2,r2,0.3166
10,location,mean,r2,0.1994
