epoch,family,target,metric,score
1,density,0,r2,0.7972
1,density,1,r2,0.4575
1,density,2,r2,0.9233
1,density,3,r2,0.905
1,density,mean,r2,0.7708
2,density,0,r2,0.818
2,density,1,r2,0.5627
2,density,2,r2,0.9372
2,density,3,r2,0.9082
2,density,mean,r2,0.8066
3,density,0,r2,0.8182
3,density,1,r2,0.588
3,density,2,r2,0.9396
3,density,3,r2,0.926
3,density,mean,r2,0.818
4,density,0,r2,0.8167
4,density,1,r2,0.6403
4,density,2,r2,0.9502
4,density,3,r2,0.9298
4,density,mean,r2,0.8343
5,density,0,r2,0.8331
5,density,1,r2,0.6732
5,density,2,r2,0.9432
5,density,3,r2,0.9271
5,density,mean,r2,0.8442
6,density,0,r2,0.8317
6,density,1,r2,0.7143
6,density,2,r2,0.9542
6,density,3,r2,0.9369
6,density,mean,r2,0.8593
7,density,0,r2,0.8089
7,density,1,r2,0.7093
7,density,2,r2,0.9513
7,density,3,r2,0.933
7,density,mean,r2,0.8506
8,density,0,r2,0.8329
8,density,1,r2,0.7261
8,density,2,r2,0.9534
8,density,3,r2,0.926
8,density,mean,r2,0.8596
9,density,0,r2,0.8421
9,density,1,r2,0.7111
9,density,2,r2,0.9515
9,density,3,r2,0.938
9,density,mean,r2,0.8607
10,density,0,r2,0.8322
10,density,1,r2,0.7347
10,density,2,r2,0.9556
10,density,3,r2,0.9362
10,density,mean,r2,0.8647
