epoch,family,target,metric,score
1,density,0,r2,0.8049
1,density,1,r2,0.5481
1,density,2,r2,0.9269
1,density,3,r2,0.8895
1,density,mean,r2,0.7924
2,density,0,r2,0.8298
2,density,1,r2,0.6498
2,density,2,r2,0.9185
2,density,3,r2,0.9104
2,density,mean,r2,0.8271
3,density,0,r2,0.8423
3,density,1,r2,0.6583
3,density,2,r2,0.9254
3,density,3,r2,0.9139
3,density,mean,r2,0.835
4,density,0,r2,0.8372
4,density,1,r2,0.7489
4,density,2,r2,0.9388
4,density,3,r2,0.9227
4,density,mean,r2,0.8619
5,density,0,r2,0.8416
5,density,1,r2,0.7714
5,density,2,r2,0.9526
5,density,3,r2,0.9262
5,density,mean,r2,0.8729
6,density,0,r2,0.8452
6,density,1,r2,0.7929
6,density,2,r2,0.9545
6,density,3,r2,0.9337
6,density,mean,r2,0.8816
7,density,0,r2,0.8469
7,density,1,r2,0.8042
7,density,2,r2,0.9558
7,density,3,r2,0.9361
7,density,mean,r2,0.8858
8,density,0,r2,0.8421
8,density,1,r2,0.8054
8,density,2,r2,0.9566
8,density,3,r2,0.9371
8,density,mean,r2,0.8853
9,density,0,r2,0.854
9,density,1,r2,0.7956
9,density,2,r2,0.9603
9,density,3,r2,0.9361
9,density,mean,r2,0.8865
10,density,0,r2,0.8473
10,density,1,r2,0.819
10,density,2,r2,0.9522
10,density,3,r2,0.937
10,density,mean,r2,0.8889
