epoch,family,target,metric,score
1,location,0,r2,0.4108
1,location,1,r2,0.2144
1,location,2,r2,0.3538
1,location,mean,r2,0.3263
2,location,0,r2,0.5551
2,location,1,r2,0.375
2,location,2,r2,0.406
2,location,mean,r2,0.4454
3,location,0,r2,0.5872
3,location,1,r2,0.4568
3,location,2,r2,0.4284
3,location,mean,r2,0.4908
4,location,0,r2,0.6414
4,location,1,r2,0.4582
4,location,2,r2,0.4498
4,location,mean,r2,0.5165
5,location,0,r2,0.6011
5,location,1,r2,0.5044
5,location,2,r2,0.4441
5,location,mean,r2,0.5166
6,location,0,r2,0.6827
6,location,1,r2,0.5354
6,location,2,r2,0.4889
6,location,mean,r2,0.569
7,location,0,r2,0.675
7,location,1,r2,0.5249
7,location,2,r2,0.4822
7,location,mean,r2,0.5607
8,location,0,r2,0.6932
8,location,1,r2,0.5425
8,location,2,r2,0.529
8,location,mean,r2,0.5883
9,location,0,r2,0.7031
9,location,1,r2,0.5649
9,location,2,r2,0.5539
9,location,mean,r2,0.6073
10,location,0,r2,0.7068
10,location,1,r2,0.5776
10,location,2,r2,0.519
10,location,mean,r2,0.6011
