epoch,family,target,metric,score
1,size,0,r2,0.6691
1,size,1,r2,0.2047
1,size,2,r2,0.3398
1,size,3,r2,0.4109
1,size,4,r2,0.459
1,size,mean,r2,0.4167
2,size,0,r2,0.6988
2,size,1,r2,0.2755
2,size,2,r2,0.389
2,size,3,r2,0.4539
2,size,4,r2,0.4868
2,size,mean,r2,0.4608
3,size,0,r2,0.7248
3,size,1,r2,0.3274
3,size,2,r2,0.3965
3,size,3,r2,0.4757
3,size,4,r2,0.4697
3,size,mean,r2,0.4788
4,size,0,r2,0.7406
4,size,1,r2,0.3226
4,size,2,r2,0.3987
4,size,3,r2,0.4733
4,size,4,r2,0.5037
4,size,mean,r2,0.4878
