epoch,family,target,metric,score
1,size,0,r2,0.6311
1,size,1,r2,0.1943
1,size,2,r2,0.334
1,size,3,r2,0.3641
1,size,4,r2,0.4085
1,size,mean,r2,0.3864
2,size,0,r2,0.7149
2,size,1,r2,0.1756
2,size,2,r2,0.3251
2,size,3,r2,0.3373
2,size,4,r2,0.4793
2,size,mean,r2,0.4064
3,size,0,r2,0.7021
3,size,1,r2,0.2405
3,size,2,r2,0.3772
3,size,3,r2,0.4128
3,size,4,r2,0.4867
3,size,mean,r2,0.4439
4,size,0,r2,0.7286
4,size,1,r2,0.296
4,size,2,r2,0.4038
4,size,3,r2,0.4419
4,size,4,r2,0.4971
4,size,mean,r2,0.4735
5,size,0,r2,0.7303
5,size,1,r2,0.3019
5,size,2,r2,0.4052
5,size,3,r2,0.4395
5,size,4,r2,0.5117
5,size,mean,r2,0.4777
6,size,0,r2,0.7385
6,size,1,r2,0.3065
6,size,2,r2,0.3779
6,size,3,r2,0.4446
6,size,4,r2,0.529
6,size,mean,r2,0.4793
7,size,0,r2,0.7313
7,size,1,r2,0.3492
7,size,2,r2,0.4298
7,size,3,r2,0.4729
7,size,4,r2,0.5204
7,size,mean,r2,0.5007
8,size,0,r2,0.7392
8,size,1,r2,0.3222
8,size,2,r2,0.4375
8,size,3,r2,0.4597
8,size,4,r2,0.5207
8,size,mean,r2,0.4959
9,size,0,r2,0.7225
9,size,1,r2,0.3257
9,size,2,r2,0.4379
9,size,3,r2,0.4674
9,size,4,r2,0.5256
9,size,mean,r2,0.4958
10,size,0,r2,0.7052
10,size,1,r2,0.3645
10,size,2,r2,0.4349
10,size,3,r2,0.4664
10,size,4,r2,0.5065
10,size,mean,r2,0.4955
