epoch,family,target,metric,score
1,density,0,r2,0.2672
1,density,1,r2,0.0898
1,density,2,r2,0.7179
1,density,3,r2,0.6535
1,density,mean,r2,0.4321
2,density,0,r2,0.3415
2,density,1,r2,0.1184
2,density,2,r2,0.7628
2,density,3,r2,0.6803
2,density,mean,r2,0.4757
3,density,0,r2,0.3203
3,density,1,r2,0.1467
3,density,2,r2,0.7664
3,density,3,r2,0.705
3,density,mean,r2,0.4846
4,density,0,r2,0.3777
4,density,1,r2,0.1303
4,density,2,r2,0.7686
4,density,3,r2,0.6657
4,density,mean,r2,0.4856
5,density,0,r2,0.3906
5,density,1,r2,0.1449
5,density,2,r2,0.7786
5,density,3,r2,0.7281
5,density,mean,r2,0.5105
6,density,0,r2,0.3844
6,density,1,r2,0.1527
6,density,2,r2,0.7838
6,density,3,r2,0.7317
6,density,mean,r2,0.5131
7,density,0,r2,0.3554
7,density,1,r2,0.1468
7,density,2,r2,0.7939
7,density,3,r2,0.7228
7,density,mean,r2,0.5047
8,density,0,r2,0.3945
8,density,1,r2,0.1463
8,density,2,r2,0.8002
8,density,3,r2,0.7465
8,density,mean,r2,0.5218
9,density,0,r2,0.3616
9,density,1,r2,0.1601
9,density,2,r2,0.8047
9,density,3,r2,0.7338
9,density,mean,r2,0.5151
10,density,0,r2,0.4088
10,density,1,r2,0.1341
10,density,2,r2,0.8147
10,density,3,r2,0.7499
10,density,mean,r2,0.5269
