epoch,family,target,metric,score
1,disease,Medical material,auroc,0.698
1,disease,Arterial wall calcification,auroc,0.7425
1,disease,Cardiomegaly,auroc,0.8439
1,disease,Pericardial effusion,auroc,0.7514
1,disease,Coronary artery wall calcification,auroc,0.7287
1,disease,Hiatal hernia,auroc,0.6305
1,disease,Lymphadenopathy,auroc,0.6551
1,disease,Emphysema,auroc,0.6331
1,disease,Atelectasis,auroc,0.6621
1,disease,Lung nodule,auroc,0.577
1,disease,Lung opacity,auroc,0.6336
1,disease,Pulmonary fibrotic sequela,auroc,0.5642
1,disease,Pleural effusion,auroc,0.8697
1,disease,Mosaic attenuation pattern,auroc,0.7604
1,disease,Peribronchial thickening,auroc,0.626
1,disease,Consolidation,auroc,0.6918
1,disease,Bronchiectasis,auroc,0.6178
1,disease,Interlobular septal thickening,auroc,0.7503
1,disease,macro,auroc,0.6909
1,disease,micro,auroc,0.6643
2,disease,Medical material,auroc,0.7092
2,disease,Arterial wall calcification,auroc,0.7737
2,disease,Cardiomegaly,auroc,0.851
2,disease,Pericardial effusion,auroc,0.771
2,disease,Coronary artery wall calcification,auroc,0.76
2,disease,Hiatal hernia,auroc,0.6531
2,disease,Lymphadenopathy,auroc,0.6694
2,disease,Emphysema,auroc,0.6643
2,disease,Atelectasis,auroc,0.6631
2,disease,Lung nodule,auroc,0.5898
2,disease,Lung opacity,auroc,0.6354
2,disease,Pulmonary fibrotic sequela,auroc,0.6188
2,disease,Pleural effusion,auroc,0.8857
2,disease,Mosaic attenuation pattern,auroc,0.7626
2,disease,Peribronchial thickening,auroc,0.6784
2,disease,Consolidation,auroc,0.6986
2,disease,Bronchiectasis,auroc,0.6384
2,disease,Interlobular septal thickening,auroc,0.7514
2,disease,macro,auroc,0.7097
2,disease,micro,auroc,0.6865
3,disease,Medical material,auroc,0.7166
3,disease,Arterial wall calcification,auroc,0.7901
3,disease,Cardiomegaly,auroc,0.858
3,disease,Pericardial effusion,auroc,0.7789
3,disease,Coronary artery wall calcification,auroc,0.7783
3,disease,Hiatal hernia,auroc,0.6673
3,disease,Lymphadenopathy,auroc,0.6731
3,disease,Emphysema,auroc,0.6748
3,disease,Atelectasis,auroc,0.6643
