epoch,family,target,metric,score
1,density,0,r2,0.2984
1,density,1,r2,0.1141
1,density,2,r2,0.768
1,density,3,r2,0.6908
1,density,mean,r2,0.4678
2,density,0,r2,0.2917
2,density,1,r2,0.1291
2,density,2,r2,0.7891
2,density,3,r2,0.7096
2,density,mean,r2,0.4799
3,density,0,r2,0.3224
3,density,1,r2,0.0838
3,density,2,r2,0.7447
3,density,3,r2,0.7135
3,density,mean,r2,0.4661
4,density,0,r2,0.3719
4,density,1,r2,0.1688
4,density,2,r2,0.7727
4,density,3,r2,0.7318
4,density,mean,r2,0.5113
5,density,0,r2,0.3017
5,density,1,r2,0.1527
5,density,2,r2,0.7793
5,density,3,r2,0.7072
5,density,mean,r2,0.4852
6,density,0,r2,0.4043
6,density,1,r2,0.1397
6,density,2,r2,0.8118
6,density,3,r2,0.7246
6,density,mean,r2,0.5201
7,density,0,r2,0.4296
7,density,1,r2,0.1897
7,density,2,r2,0.8169
7,density,3,r2,0.7369
7,density,mean,r2,0.5433
8,density,0,r2,0.4304
8,density,1,r2,0.1854
8,density,2,r2,0.8092
8,density,3,r2,0.7503
8,density,mean,r2,0.5438
9,density,0,r2,0.4331
9,density,1,r2,0.1965
9,density,2,r2,0.8148
9,density,3,r2,0.749
9,density,mean,r2,0.5483
10,density,0,r2,0.4427
10,density,1,r2,0.1984
10,density,2,r2,0.8222
10,density,3,r2,0.756
10,density,mean,r2,0.5548
