epoch,family,target,metric,score
1,location,0,r2,0.396
1,location,1,r2,0.2095
1,location,2,r2,0.3774
1,location,mean,r2,0.3276
2,location,0,r2,0.5821
2,location,1,r2,0.4456
2,location,2,r2,0.4388
2,location,mean,r2,0.4888
3,location,0,r2,0.5898
3,location,1,r2,0.5233
3,location,2,r2,0.4756
3,location,mean,r2,0.5296
4,location,0,r2,0.6802
4,location,1,r2,0.5936
4,location,2,r2,0.5025
4,location,mean,r2,0.5921
5,location,0,r2,0.6963
5,location,1,r2,0.6103
5,location,2,r2,0.4965
5,location,mean,r2,0.601
6,location,0,r2,0.6947
6,location,1,r2,0.642
6,location,2,r2,0.5975
6,location,mean,r2,0.6447
7,location,0,r2,0.736
7,location,1,r2,0.6685
7,location,2,r2,0.6154
7,location,mean,r2,0.6733
8,location,0,r2,0.7493
8,location,1,r2,0.6743
8,location,2,r2,0.6185
8,location,mean,r2,0.6807
9,location,0,r2,0.7327
9,location,1,r2,0.6867
9,location,2,r2,0.6381
9,location,mean,r2,0.6858
10,location,0,r2,0.7553
10,location,1,r2,0.6798
10,location,2,r2,0.5916
10,location,mean,r2,0.6756
