epoch,family,target,metric,score
1,size,0,r2,0.8746
1,size,1,r2,0.5475
1,size,2,r2,0.5188
1,size,3,r2,0.6395
1,size,4,r2,0.7285
1,size,mean,r2,0.6618
2,size,0,r2,0.8873
2,size,1,r2,0.5974
2,size,2,r2,0.5283
2,size,3,r2,0.6292
2,size,4,r2,0.7576
2,size,mean,r2,0.6799
3,size,0,r2,0.886
3,size,1,r2,0.6207
3,size,2,r2,0.5372
3,size,3,r2,0.6542
3,size,4,r2,0.7681
3,size,mean,r2,0.6933
4,size,0,r2,0.8959
4,size,1,r2,0.6196
4,size,2,r2,0.5406
4,size,3,r2,0.6525
4,size,4,r2,0.7577
4,size,mean,r2,0.6933
5,size,0,r2,0.8966
5,size,1,r2,0.639
5,size,2,r2,0.5461
5,size,3,r2,0.652
5,size,4,r2,0.7887
5,size,mean,r2,0.7045
6,size,0,r2,0.8999
6,size,1,r2,0.6423
6,size,2,r2,0.5487
6,size,3,r2,0.6543
6,size,4,r2,0.7862
6,size,mean,r2,0.7063
7,size,0,r2,0.8915
7,size,1,r2,0.6216
7,size,2,r2,0.538
7,size,3,r2,0.6613
7,size,4,r2,0.7984
7,size,mean,r2,0.7022
8,size,0,r2,0.8944
8,size,1,r2,0.6387
8,size,2,r2,0.5451
8,size,3,r2,0.6588
8,size,4,r2,0.8029
8,size,mean,r2,0.708
9,size,0,r2,0.9006
9,size,1,r2,0.6494
9,size,2,r2,0.563
9,size,3,r2,0.6709
9,size,4,r2,0.8079
9,size,mean,r2,0.7184
10,size,0,r2,0.8978
10,size,1,r2,0.6574
10,size,2,r2,0.56
10,size,3,r2,0.6726
10,size,4,r2,0.8015
10,size,mean,r2,0.7179
