epoch,family,target,metric,score
1,density,0,r2,0.8157
1,density,1,r2,0.6369
1,density,2,r2,0.9013
1,density,3,r2,0.8941
1,density,mean,r2,0.812
2,density,0,r2,0.8307
2,density,1,r2,0.7242
2,density,2,r2,0.9251
2,density,3,r2,0.914
2,density,mean,r2,0.8485
3,density,0,r2,0.8322
3,density,1,r2,0.7762
3,density,2,r2,0.9325
3,density,3,r2,0.9199
3,density,mean,r2,0.8652
4,density,0,r2,0.8456
4,density,1,r2,0.8055
4,density,2,r2,0.9361
4,density,3,r2,0.9265
4,density,mean,r2,0.8784
5,density,0,r2,0.8254
5,density,1,r2,0.7913
5,density,2,r2,0.9408
5,density,3,r2,0.9255
5,density,mean,r2,0.8708
6,density,0,r2,0.8538
6,density,1,r2,0.8108
6,density,2,r2,0.9353
6,density,3,r2,0.9102
6,density,mean,r2,0.8775
7,density,0,r2,0.8574
7,density,1,r2,0.8287
7,density,2,r2,0.9421
7,density,3,r2,0.9311
7,density,mean,r2,0.8898
8,density,0,r2,0.857
8,density,1,r2,0.8251
8,density,2,r2,0.947
8,density,3,r2,0.9352
8,density,mean,r2,0.8911
9,density,0,r2,0.8552
9,density,1,r2,0.8411
9,density,2,r2,0.9436
9,density,3,r2,0.9331
9,density,mean,r2,0.8933
10,density,0,r2,0.8536
10,density,1,r2,0.8518
10,density,2,r2,0.9448
10,density,3,r2,0.9312
10,density,mean,r2,0.8953
