epoch,family,target,metric,score
1,location,0,r2,0.0867
1,location,1,r2,0.1003
1,location,2,r2,0.2535
1,location,mean,r2,0.1468
2,location,0,r2,0.1333
2,location,1,r2,0.091
2,location,2,r2,0.2962
2,location,mean,r2,0.1735
3,location,0,r2,0.1356
3,location,1,r2,0.1119
3,location,2,r2,0.2967
3,location,mean,r2,0.1814
4,location,0,r2,0.1432
4,location,1,r2,0.1408
4,location,2,r2,0.3222
4,location,mean,r2,0.2021
5,location,0,r2,0.1526
5,location,1,r2,0.1398
5,location,2,r2,0.3187
5,location,mean,r2,0.2037
6,location,0,r2,0.1513
6,location,1,r2,0.1409
6,location,2,r2,0.3177
6,location,mean,r2,0.2033
7,location,0,r2,0.1442
7,location,1,r2,0.1377
7,location,2,r2,0.327
7,location,mean,r2,0.203
8,location,0,r2,0.1011
8,location,1,r2,0.1499
8,location,2,r2,0.3204
8,location,mean,r2,0.1905
9,location,0,r2,0.1547
9,location,1,r2,0.1429
9,location,2,r2,0.2992
9,location,mean,r2,0.1989
10,location,0,r2,0.1591
10,location,1,r2,0.1222
10,location,2,r2,0.3173
10,location,mean,r2,0.1995
