epoch,family,target,metric,score
1,density,0,r2,0.8048
1,density,1,r2,0.4587
1,density,2,r2,0.8934
1,density,3,r2,0.8976
1,density,mean,r2,0.7636
2,density,0,r2,0.8213
2,density,1,r2,0.5326
2,density,2,r2,0.9284
2,density,3,r2,0.919
2,density,mean,r2,0.8003
3,density,0,r2,0.8222
3,density,1,r2,0.6033
3,density,2,r2,0.9267
3,density,3,r2,0.9194
3,density,mean,r2,0.8179
4,density,0,r2,0.8196
4,density,1,r2,0.6325
4,density,2,r2,0.9373
4,density,3,r2,0.9232
4,density,mean,r2,0.8281
5,density,0,r2,0.8062
5,density,1,r2,0.6417
5,density,2,r2,0.9435
5,density,3,r2,0.9282
5,density,mean,r2,0.8299
6,density,0,r2,0.8364
6,density,1,r2,0.6701
6,density,2,r2,0.9462
6,density,3,r2,0.9208
6,density,mean,r2,0.8434
7,density,0,r2,0.8333
7,density,1,r2,0.7042
7,density,2,r2,0.9455
7,density,3,r2,0.9303
7,density,mean,r2,0.8533
8,density,0,r2,0.8338
8,density,1,r2,0.7298
8,density,2,r2,0.9443
8,density,3,r2,0.9255
8,density,mean,r2,0.8583
9,density,0,r2,0.816
9,density,1,r2,0.7289
9,density,2,r2,0.9481
9,density,3,r2,0.9261
9,density,mean,r2,0.8548
10,density,0,r2,0.8179
10,density,1,r2,0.7245
10,density,2,r2,0.9444
10,density,3,r2,0.9293
10,density,mean,r2,0.854
