epoch,family,target,metric,score
1,size,0,r2,0.838
1,size,1,r2,0.5315
1,size,2,r2,0.4744
1,size,3,r2,0.6089
1,size,4,r2,0.6943
1,size,mean,r2,0.6294
2,size,0,r2,0.8586
2,size,1,r2,0.5424
2,size,2,r2,0.4951
2,size,3,r2,0.6326
2,size,4,r2,0.7147
2,size,mean,r2,0.6487
3,size,0,r2,0.8582
3,size,1,r2,0.549
3,size,2,r2,0.4833
3,size,3,r2,0.6306
3,size,4,r2,0.7179
3,size,mean,r2,0.6478
4,size,0,r2,0.8543
4,size,1,r2,0.5748
4,size,2,r2,0.518
4,size,3,r2,0.633
4,size,4,r2,0.7209
4,size,mean,r2,0.6602
5,size,0,r2,0.8621
5,size,1,r2,0.5536
5,size,2,r2,0.527
5,size,3,r2,0.6327
5,size,4,r2,0.7281
5,size,mean,r2,0.6607
6,size,0,r2,0.8663
6,size,1,r2,0.5671
6,size,2,r2,0.5171
6,size,3,r2,0.628
6,size,4,r2,0.7264
6,size,mean,r2,0.661
7,size,0,r2,0.8679
7,size,1,r2,0.5664
7,size,2,r2,0.5203
7,size,3,r2,0.6341
7,size,4,r2,0.719
7,size,mean,r2,0.6615
8,size,0,r2,0.8802
8,size,1,r2,0.5726
8,size,2,r2,0.529
8,size,3,r2,0.6335
8,size,4,r2,0.7256
8,size,mean,r2,0.6682
9,size,0,r2,0.8705
9,size,1,r2,0.5837
9,size,2,r2,0.5313
9,size,3,r2,0.641
9,size,4,r2,0.7257
9,size,mean,r2,0.6704
10,size,0,r2,0.8754
10,size,1,r2,0.5652
10,size,2,r2,0.525
10,size,3,r2,0.6246
10,size,4,r2,0.7204
10,size,mean,r2,0.6621
