epoch,family,target,metric,score
1,size,0,r2,0.8365
1,size,1,r2,0.5063
1,size,2,r2,0.472
1,size,3,r2,0.6152
1,size,4,r2,0.6802
1,size,mean,r2,0.6221
2,size,0,r2,0.8585
2,size,1,r2,0.521
2,size,2,r2,0.4718
2,size,3,r2,0.621
2,size,4,r2,0.6955
2,size,mean,r2,0.6336
3,size,0,r2,0.8421
3,size,1,r2,0.5392
3,size,2,r2,0.4928
3,size,3,r2,0.6291
3,size,4,r2,0.6922
3,size,mean,r2,0.6391
4,size,0,r2,0.8486
4,size,1,r2,0.5511
4,size,2,r2,0.5067
4,size,3,r2,0.6352
4,size,4,r2,0.719
4,size,mean,r2,0.6521
5,size,0,r2,0.8697
5,size,1,r2,0.5567
5,size,2,r2,0.4879
5,size,3,r2,0.6308
5,size,4,r2,0.7152
5,size,mean,r2,0.6521
6,size,0,r2,0.8531
6,size,1,r2,0.5709
6,size,2,r2,0.5142
6,size,3,r2,0.631
6,size,4,r2,0.7048
6,size,mean,r2,0.6548
7,size,0,r2,0.8689
7,size,1,r2,0.5753
7,size,2,r2,0.5045
7,size,3,r2,0.6379
7,size,4,r2,0.7083
7,size,mean,r2,0.659
8,size,0,r2,0.8636
8,size,1,r2,0.5622
8,size,2,r2,0.5101
8,size,3,r2,0.6236
8,size,4,r2,0.7211
8,size,mean,r2,0.6561
9,size,0,r2,0.871
9,size,1,r2,0.5787
9,size,2,r2,0.5025
9,size,3,r2,0.6249
9,size,4,r2,0.7299
9,size,mean,r2,0.6614
10,size,0,r2,0.8467
10,size,1,r2,0.5734
10,size,2,r2,0.5054
10,size,3,r2,0.6288
10,size,4,r2,0.7135
10,size,mean,r2,0.6536
