epoch,family,target,metric,score
1,disease,Medical material,auroc,0.9224
1,disease,Arterial wall calcification,auroc,0.9321
1,disease,Cardiomegaly,auroc,0.9238
1,disease,Pericardial effusion,auroc,0.8564
1,disease,Coronary artery wall calcification,auroc,0.9339
1,disease,Hiatal hernia,auroc,0.709
1,disease,Lymphadenopathy,auroc,0.7565
1,disease,Emphysema,auroc,0.7984
1,disease,Atelectasis,auroc,0.8039
1,disease,Lung nodule,auroc,0.7367
1,disease,Lung opacity,auroc,0.8724
1,disease,Pulmonary fibrotic sequela,auroc,0.7433
1,disease,Pleural effusion,auroc,0.968
1,disease,Mosaic attenuation pattern,auroc,0.8801
1,disease,Peribronchial thickening,auroc,0.8162
1,disease,Consolidation,auroc,0.9212
1,disease,Bronchiectasis,auroc,0.7709
1,disease,Interlobular septal thickening,auroc,0.8753
1,disease,macro,auroc,0.8456
1,disease,micro,auroc,0.8591
2,disease,Medical material,auroc,0.9241
2,disease,Arterial wall calcification,auroc,0.9309
2,disease,Cardiomegaly,auroc,0.9281
2,disease,Pericardial effusion,auroc,0.853
2,disease,Coronary artery wall calcification,auroc,0.9338
2,disease,Hiatal hernia,auroc,0.7158
2,disease,Lymphadenopathy,auroc,0.7577
2,disease,Emphysema,auroc,0.8042
2,disease,Atelectasis,auroc,0.8152
2,disease,Lung nodule,auroc,0.736
2,disease,Lung opacity,auroc,0.872
2,disease,Pulmonary fibrotic sequela,auroc,0.744
2,disease,Pleural effusion,auroc,0.9682
2,disease,Mosaic attenuation pattern,auroc,0.8902
2,disease,Peribronchial thickening,auroc,0.8089
2,disease,Consolidation,auroc,0.9162
2,disease,Bronchiectasis,auroc,0.8007
2,disease,Interlobular septal thickening,auroc,0.8725
2,disease,macro,auroc,0.8484
2,disease,micro,auroc,0.86
3,disease,Medical material,auroc,0.9252
3,disease,Arterial wall calcification,auroc,0.9292
3,disease,Cardiomegaly,auroc,0.9275
3,disease,Pericardial effusion,auroc,0.8536
3,disease,Coronary artery wall calcification,auroc,0.9342
3,disease,Hiatal hernia,auroc,0.7176
3,disease,Lymphadenopathy,auroc,0.7517
3,disease,Emphysema,auroc,0.8046
3,disease,Atelectasis,auroc,0.8179
3,disease,Lung nodule,auroc,0.7417
3,disease,Lung opacity,auroc,0.8701
3,disease,Pulmonary fibrotic sequela,auroc,0.7455
3,disease,Pleural effusion,auroc,0.9674
3,disease,Mosaic attenuation pattern,auroc,0.8836
3,disease,Peribronchial thickening,auroc,0.8095
3,disease,Consolidation,auroc,0.9191
3,disease,Bronchiectasis,auroc,0.8008
