epoch,family,target,metric,score
1,size,0,r2,0.8386
1,size,1,r2,0.5206
1,size,2,r2,0.4837
1,size,3,r2,0.6055
1,size,4,r2,0.6377
1,size,mean,r2,0.6172
2,size,0,r2,0.8619
2,size,1,r2,0.5829
2,size,2,r2,0.5081
2,size,3,r2,0.6459
2,size,4,r2,0.6992
2,size,mean,r2,0.6596
3,size,0,r2,0.8603
3,size,1,r2,0.5829
3,size,2,r2,0.5314
3,size,3,r2,0.6509
3,size,4,r2,0.7071
3,size,mean,r2,0.6665
4,size,0,r2,0.8695
4,size,1,r2,0.5839
4,size,2,r2,0.521
4,size,3,r2,0.6454
4,size,4,r2,0.718
4,size,mean,r2,0.6676
5,size,0,r2,0.8815
5,size,1,r2,0.6136
5,size,2,r2,0.5201
5,size,3,r2,0.6511
5,size,4,r2,0.7332
5,size,mean,r2,0.6799
6,size,0,r2,0.8854
6,size,1,r2,0.6216
6,size,2,r2,0.5407
6,size,3,r2,0.659
6,size,4,r2,0.7346
6,size,mean,r2,0.6883
7,size,0,r2,0.8833
7,size,1,r2,0.6256
7,size,2,r2,0.533
7,size,3,r2,0.6638
7,size,4,r2,0.7323
7,size,mean,r2,0.6876
