epoch,family,target,metric,score
1,location,0,r2,0.0676
1,location,1,r2,0.1045
1,location,2,r2,0.289
1,location,mean,r2,0.1537
2,location,0,r2,0.103
2,location,1,r2,0.1193
2,location,2,r2,0.3397
2,location,mean,r2,0.1873
3,location,0,r2,0.1116
3,location,1,r2,0.1192
3,location,2,r2,0.3419
3,location,mean,r2,0.1909
4,location,0,r2,0.1345
4,location,1,r2,0.126
4,location,2,r2,0.3682
4,location,mean,r2,0.2096
5,location,0,r2,0.1783
5,location,1,r2,0.1338
5,location,2,r2,0.366
5,location,mean,r2,0.226
6,location,0,r2,0.154
6,location,1,r2,0.1346
6,location,2,r2,0.358
6,location,mean,r2,0.2155
7,location,0,r2,0.1737
7,location,1,r2,0.1356
7,location,2,r2,0.3559
7,location,mean,r2,0.2217
