epoch,family,target,metric,score
1,density,0,r2,0.7987
1,density,1,r2,0.4513
1,density,2,r2,0.9159
1,density,3,r2,0.8956
1,density,mean,r2,0.7654
2,density,0,r2,0.8166
2,density,1,r2,0.5768
2,density,2,r2,0.9283
2,density,3,r2,0.9119
2,density,mean,r2,0.8084
3,density,0,r2,0.825
3,density,1,r2,0.6525
3,density,2,r2,0.9429
3,density,3,r2,0.9195
3,density,mean,r2,0.835
4,density,0,r2,0.8227
4,density,1,r2,0.6676
4,density,2,r2,0.9476
4,density,3,r2,0.9171
4,density,mean,r2,0.8387
5,density,0,r2,0.8373
5,density,1,r2,0.6686
5,density,2,r2,0.9491
5,density,3,r2,0.9276
5,density,mean,r2,0.8456
6,density,0,r2,0.8324
6,density,1,r2,0.7198
6,density,2,r2,0.9431
6,density,3,r2,0.9274
6,density,mean,r2,0.8557
7,density,0,r2,0.8396
7,density,1,r2,0.7472
7,density,2,r2,0.9512
7,density,3,r2,0.9288
7,density,mean,r2,0.8667
8,density,0,r2,0.8223
8,density,1,r2,0.7487
8,density,2,r2,0.9526
8,density,3,r2,0.9314
8,density,mean,r2,0.8638
9,density,0,r2,0.8348
9,density,1,r2,0.7864
9,density,2,r2,0.951
9,density,3,r2,0.9344
9,density,mean,r2,0.8766
10,density,0,r2,0.8391
10,density,1,r2,0.74
10,density,2,r2,0.9519
10,density,3,r2,0.9319
10,density,mean,r2,0.8657
