epoch,family,target,metric,score
1,radiomics,0,r2,0.885
1,radiomics,1,r2,0.244
1,radiomics,2,r2,0.8334
1,radiomics,mean,r2,0.6542
2,radiomics,0,r2,0.8939
2,radiomics,1,r2,0.2824
2,radiomics,2,r2,0.8343
2,radiomics,mean,r2,0.6702
3,radiomics,0,r2,0.901
3,radiomics,1,r2,0.3777
3,radiomics,2,r2,0.8569
3,radiomics,mean,r2,0.7119
4,radiomics,0,r2,0.8988
4,radiomics,1,r2,0.3307
4,radiomics,2,r2,0.8558
4,radiomics,mean,r2,0.6951
5,radiomics,0,r2,0.9
5,radiomics,1,r2,0.2803
5,radiomics,2,r2,0.8532
5,radiomics,mean,r2,0.6778
6,radiomics,0,r2,0.9093
6,radiomics,1,r2,0.4485
6,radiomics,2,r2,0.8746
6,radiomics,mean,r2,0.7441
7,radiomics,0,r2,0.9166
7,radiomics,1,r2,0.4073
7,radiomics,2,r2,0.8742
7,radiomics,mean,r2,0.7327
8,radiomics,0,r2,0.9135
8,radiomics,1,r2,0.4046
8,radiomics,2,r2,0.8812
8,radiomics,mean,r2,0.7331
9,radiomics,0,r2,0.9216
9,radiomics,1,r2,0.4664
9,radiomics,2,r2,0.8759
9,radiomics,mean,r2,0.7546
10,radiomics,0,r2,0.919
10,radiomics,1,r2,0.4339
10,radiomics,2,r2,0.8799
10,radiomics,mean,r2,0.7442
