epoch,family,target,metric,score
1,size,0,r2,0.8313
1,size,1,r2,0.5117
1,size,2,r2,0.4603
1,size,3,r2,0.5937
1,size,4,r2,0.6361
1,size,mean,r2,0.6066
2,size,0,r2,0.842
2,size,1,r2,0.5281
2,size,2,r2,0.4559
2,size,3,r2,0.5996
2,size,4,r2,0.6591
2,size,mean,r2,0.6169
3,size,0,r2,0.8503
3,size,1,r2,0.5609
3,size,2,r2,0.4859
3,size,3,r2,0.6173
3,size,4,r2,0.6871
3,size,mean,r2,0.6403
4,size,0,r2,0.8476
4,size,1,r2,0.5456
4,size,2,r2,0.4723
4,size,3,r2,0.6189
4,size,4,r2,0.6877
4,size,mean,r2,0.6344
5,size,0,r2,0.8548
5,size,1,r2,0.5468
5,size,2,r2,0.473
5,size,3,r2,0.6117
5,size,4,r2,0.6928
5,size,mean,r2,0.6358
6,size,0,r2,0.8531
6,size,1,r2,0.5532
6,size,2,r2,0.4879
6,size,3,r2,0.6267
6,size,4,r2,0.6972
6,size,mean,r2,0.6436
7,size,0,r2,0.8589
7,size,1,r2,0.5624
7,size,2,r2,0.4961
7,size,3,r2,0.6248
7,size,4,r2,0.6869
7,size,mean,r2,0.6459
8,size,0,r2,0.8352
8,size,1,r2,0.5608
8,size,2,r2,0.4867
8,size,3,r2,0.6179
8,size,4,r2,0.6911
8,size,mean,r2,0.6384
9,size,0,r2,0.8592
9,size,1,r2,0.5549
9,size,2,r2,0.4854
9,size,3,r2,0.6058
9,size,4,r2,0.6916
9,size,mean,r2,0.6394
10,size,0,r2,0.8587
10,size,1,r2,0.5642
10,size,2,r2,0.4738
10,size,3,r2,0.6112
10,size,4,r2,0.6955
10,size,mean,r2,0.6407
